,origin,age,color,sex,import_type,sire,dam,dam_sire,horse_id
1182,AUS,Unknown,Bay,Gelding,PP,Tale Of The Cat,Santoya,College Chapel,T213
1183,GB,Unknown,Bay,Gelding,PP,Red Clubs,Litewska,Mujadil,N182
1184,AUS,Unknown,Chestnut,Gelding,PP,Star Witness,Strikeline,Desert Sun,V081
1185,AUS,Unknown,Bay,Gelding,PP,Hard Spun,Munchie,Snippets,T398
1186,IRE,Unknown,Bay,Gelding,PP,Lope de Vega,Lake Moon,Tiger Hill,V183
1187,IRE,Unknown,Bay,Gelding,PPG,Dark Angel,Another Valentine,Bering,S258
1188,IRE,Unknown,Bay,Gelding,PP,Dylan Thomas,Gently,Darshaan,S108
1189,AUS,Unknown,Brown,Gelding,PPG,Sebring,Lady Diva,Polish Navy,T085
1190,AUS,Unknown,Bay,Gelding,PP,Exceed And Excel,Famewin,Quest for Fame,P277
1191,NZ,Unknown,Bay,Gelding,PPG,Volksraad,Joue Le Jeu,Montjeu,S140
1192,IRE,Unknown,Chestnut,Gelding,PPG,Noverre,Razana,Kahyasi,N179
1193,AUS,Unknown,Bay,Mare,PP,Exceed And Excel,Heptonstall,Octagonal,A038
1194,FR,7,Bay,Gelding,PP,Air Chief Marshal,Lidana,King's Best,A129
1195,NZ,6,Brown,Gelding,PPG,Savabeel,Grand Princess,Last Tycoon,A061
1196,IRE,Unknown,Chestnut,Gelding,PP,Approve,Birthday Present,Cadeaux Genereux,T291
1197,AUS,Unknown,Bay,Gelding,PP,Dane Shadow,Gone Wild,Viscount,T055
1198,AUS,Unknown,Bay,Gelding,PPG,Catbird,Lady Petunia,Western Symphony,M217
1199,AUS,Unknown,Chestnut,Gelding,PPG,Starcraft,Carina,Rory's Jester,P115
1200,AUS,Unknown,Brown,Gelding,PPG,Skilled,Oh What A Song,Octagonal,A145
1201,AUS,Unknown,Bay,Gelding,PPG,Commands,Sevillano,Octagonal,A219
1202,AUS,Unknown,Chestnut,Gelding,PPG,Testa Rossa,Final Act,Came Home,S071
1203,AUS,Unknown,Chestnut,Gelding,PPG,Show A Heart,Jessepic,General Nediym,S212
1204,FR,Unknown,Grey,Gelding,PPG,Smadoun,Prima,Monsun,V238
1205,GB,Unknown,Bay,Colt,VIS,Lawman,Saying,Giant's Causeway,A628
1206,IRE,6,Bay,Gelding,PP,Famous Name,Agnetha,Big Shuffle,A164
1207,NZ,7,Bay,Gelding,PPG,Pins,Dandify,Danehill,T361
1208,AUS,Unknown,Chestnut,Gelding,PPG,Akhadan,Yahero,Mr Henrysee,S201
1209,AUS,Unknown,Bay,Gelding,PP,Tale Of The Cat,Biosphere,Encosta de Lago,P132
1210,NZ,Unknown,Bay,Gelding,PPG,Black Minnaloushe,The Mighty Lions,Grosvenor,L019
1211,AUS,Unknown,Chestnut,Gelding,PPG,Duke Of Marmalade,Super Assassin,Galileo,A029
1212,AUS,Unknown,Bay,Gelding,ISG,Fastnet Rock,Snake Mary,Anabaa,S225
1213,NZ,Unknown,Bay,Gelding,PP,Commands,Annie Daly,Spinning World,S078
1214,NZ,Unknown,Chestnut,Gelding,PPG,Iffraaj,Windsor Walk,Centaine,T319
1215,AUS,Unknown,Brown,Gelding,PPG,Barely A Moment,Opononi,Dolphin Street,N044
1216,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Noble Indiana,Indian Ridge,V052
1217,AUS,Unknown,Bay,Mare,PP,Al Samer,Winning Rhoda,Festival Hall,V054
1218,NZ,Unknown,Bay,Gelding,ISG,O'Reilly,Happily Ever After,No Excuse Needed,T335
1219,NZ,Unknown,Bay,Gelding,PP,Thorn Park,Dosh,Danske,S382
1220,AUS,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Permai,Rory's Jester,S237
1221,IRE,Unknown,Bay,Gelding,PP,Kheleyf,Catching Stars,Halling,P185
1222,AUS,Unknown,Chestnut,Gelding,PPG,Teofilo,Bedelia,Peintre Celebre,T088
1223,AUS,Unknown,Chestnut,Gelding,PPG,Henny Hughes,La Bella Zoccola,Snippets,T260
1224,NZ,Unknown,Bay,Gelding,PPG,One Cool Cat,Down View,Gone West,P205
1225,JPN,Unknown,Brown,Horse,VIS,Deep Impact,Ruby,Danehill,T608
1226,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Best O' Barossa,Canny Lad,N240
1227,NZ,Unknown,Bay,Gelding,PPG,Sufficient,Malika,Sandtrap,V377
1228,NZ,Unknown,Bay,Gelding,PP,Pentire,Sunshine Gold,Zabeel,T270
1229,GB,Unknown,Bay,Gelding,ISG,Dansili,Heaven Sent,Pivotal,S341
1230,AUS,Unknown,Bay,Gelding,PPG,El Moxie,Fire Lake,Bureaucracy,M011
1231,NZ,Unknown,Bay,Gelding,PPG,Testa Rossa,Wolfmother,Secret Savings,S243
1232,NZ,Unknown,Bay,Gelding,PPG,Bachelor Duke,Shinko Blu,Shinko Forest,T136
1233,AUS,Unknown,Bay,Gelding,PP,Encosta de Lago,Myrrh,Nassipour,T236
1234,NZ,Unknown,Brown,Gelding,PP,O'Reilly,Espurante,Flying Spur,S351
1235,AUS,Unknown,Brown,Gelding,PP,Sebring,Gabrieli,Red Ransom,S363
1236,IRE,Unknown,Chestnut,Gelding,ISG,Excellent Art,Uliana,Darshaan,T338
1237,AUS,Unknown,Bay,Brown,PP,O'Reilly,Belmont Cat,Felix The Cat,V299
1238,AUS,Unknown,Bay,Gelding,PPG,Medaglia d'Oro,Call Me Chrissie,Orpen,T409
1239,NZ,8,Grey,Gelding,PP,Mastercraftsman,Staryn Glenn,Montjeu,V149
1240,AUS,Unknown,Bay,Brown,PP,Stratum,Duchess Cara,Quest For Fame,P212
1241,IRE,Unknown,Brown,Gelding,PP,Requinto,Positive Step,Footstepsinthesand,A158
1242,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Hooked Ona Feeling,Zabeel,S269
1243,NZ,Unknown,Chestnut,Gelding,PP,Handsome Ransom,Superjet,Jetball,P385
1244,IRE,Unknown,Bay,Gelding,ISG,Elusive City,Louve de Saron,Loup Solitaire,P239
1245,AUS,Unknown,Chestnut,Gelding,PP,Husson,Fiery Dee,Fraar,T238
1246,AUS,Unknown,Chestnut,Gelding,PPG,Floral Pegasus,Yoobabe,Flying Spur,T215
1247,IRE,Unknown,Bay,Gelding,PP,Acclamation,Affirmative,Pivotal,V185
1248,AUS,Unknown,Bay,Gelding,PP,Danerich,Aunty Hilda,Nassipour,S313
1249,AUS,Unknown,Bay,Gelding,PP,Court Command,Catnipped,Rory's Jester,S051
1250,AUS,6,Bay,Gelding,PPG,Exceed And Excel,Nandi,Dynaformer,A081
1251,AUS,Unknown,Bay,Gelding,PPG,New Approach,Quatro,Rock Of Gibraltar,S031
1252,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Gesine,Nassipour,S033
1253,AUS,Unknown,Bay,Gelding,PPG,Choisir,Miss Conception,Danzero,P255
1254,GB,Unknown,Bay,Gelding,ISG,Shamardal,Mania,Danehill,P366
1255,AUS,Unknown,Bay,Gelding,PPG,Dubawi,Strike Fire,Luskin Star,P011
1256,AUS,Unknown,Bay,Gelding,PPG,Exceedingly Good,Swept Along,End Sweep,T177
1257,AUS,Unknown,Bay,Gelding,PP,Al Maher,Fatoon,Snaadee,S277
1258,AUS,Unknown,Chestnut,Gelding,PPG,Turffontein,Allapattah,Umatilla,A015
1259,NZ,6,Bay,Gelding,PPG,Darci Brahma,Grace And Eva,Stravinsky,A142
1260,AUS,Unknown,Chestnut,Gelding,PP,Shamardal,Ponte Piccolo,Volksraad,P303
1261,FR,Unknown,Brown,Gelding,PP,Footstepsinthesand,Avera,Monsun,S373
1262,NZ,7,Bay,Gelding,PP,Shocking,Zaquabeel,Zabeel,A041
1263,NZ,Unknown,Bay,Gelding,PP,Perfectly Ready,Bedrock,Pins,S263
1264,AUS,Unknown,Bay,Gelding,PP,Danewin,Kimash,Jeune,L078
1265,USA,Unknown,Dark Bay,Gelding,PP,Mizzen Mast,Storm Dove,Storm Bird,T219
1266,SAF,Unknown,Bay,Gelding,PP,Jet Master,Calamint,Jallad,V180
1267,NZ,Unknown,Bay,Gelding,PP,Tavistock,Bagalollies,Zabeel,V083
1268,JPN,Unknown,Grey,Colt,VIS,Deep Impact,Badeelah,Unbridled's Song,V609
1269,NZ,Unknown,Bay,Gelding,ISG,Savabeel,Now The World,Flying Spur,A307
1270,NZ,Unknown,Grey,Gelding,PP,Indy King,Foxy Boss,Oregon,T201
1271,AUS,Unknown,Bay,Gelding,VIS,Mossman,Action Annie,Anabaa,T604
1272,AUS,Unknown,Bay,Gelding,PPG,Sebring,Amusements,Anabaa,A210
1273,GB,6,Grey,Gelding,PP,Elzaam,Jillolini,Bertolini,A130
1274,AUS,Unknown,Brown,Gelding,PPG,Dane Shadow,Russian Classic,Stravinsky,S202
1275,USA,Unknown,Grey,Mare,VIS,Closing Argument,Bijoux Miss,Buddha,T607
1276,GB,Unknown,Bay,Gelding,PPG,Sayif,Ellway Queen,Bahri,A070
1277,IRE,Unknown,Bay,Gelding,ISG,Oratorio,Cape Columbine,Diktat,S346
1278,AUS,Unknown,Chestnut,Gelding,PP,Choisir,Vocal Dancer,Citidancer,S159
1279,NZ,Unknown,Brown,Gelding,PPG,Thewayyouare,Striking Sneek,Straight Strike,V107
1280,IRE,Unknown,Bay,Gelding,ISG,Holy Roman Emperor,Tralanza,Traditionally,T329
1281,AUS,Unknown,Bay,Gelding,ISG,High Chaparral,Khepri,Faltaat,P358
1282,AUS,Unknown,Bay,Gelding,PP,Dylan Thomas,Chetwynd South,High Yield,P427
1283,GB,Unknown,Bay,Gelding,PPG,Exceed And Excel,Caldy Dancer,Soviet Star,N376
1284,AUS,8,Brown,Gelding,PP,Nadeem,Princess Laya,Encosta de Lago,T353
1285,AUS,5,Bay,Gelding,PPG,High Chaparral,Sutology,Straussbrook,A220
1286,SAF,Unknown,Bay,Gelding,PP,Goldkeeper,Colchium,Elnadim,T209
1287,GB,Unknown,Grey,Gelding,PPG,Dark Angel,Dream Day,Spectrum,T153
1288,AUS,Unknown,Bay,Gelding,PPG,I Am Invincible,Blacklist,Bluebird,V221
1289,IRE,Unknown,Bay,Horse,VIS,Arakan,Danetime Out,Danetime,V607
1290,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Manuscript,Machiavellian,P225
1291,NZ,Unknown,Chestnut,Gelding,PPG,Towkay,Justice Supreme,Justice Prevails,P032
1292,AUS,Unknown,Brown,Gelding,PPG,Stratum,Benita,Octagonal,M350
1293,GER,Unknown,Bay,Gelding,PP,Ransom O'War,Auenglocke,Surumu,P044
1294,NZ,Unknown,Bay,Gelding,PP,Rip Van Winkle,Teardrop Island,Fastnet Rock,V266
1295,NZ,Unknown,Grey,Gelding,PPG,Mastercraftsman,Our Joan Of Arc,Beautiful Crown,T139
1296,USA,Unknown,Bay,Gelding,ISG,Malibu Moon,Pink Champagne,Awesome Again,N348
1297,NZ,Unknown,Bay,Gelding,PPG,Rios,Bella Boyd,Star Way,A059
1298,AUS,Unknown,Brown,Gelding,PP,Sebring,Steal My Love,Marauding,V381
1299,AUS,Unknown,Bay,Gelding,PPG,Shaft,Single Bell,Last Tycoon,T044
1300,USA,Unknown,Bay,Gelding,PP,Henrythenavigator,Lady Ilsley,Trempolino,V188
1301,AUS,Unknown,Bay,Gelding,PPG,Strategic,Countess Creed,Viscount,A033
1302,AUS,Unknown,Chestnut,Gelding,PPG,Nicconi,Edgeton,Racer's Edge,V066
1303,IRE,Unknown,Bay,Gelding,PPG,Approve,Anything,Rock Of Gibraltar,A198
1304,NZ,Unknown,Bay,Gelding,PP,Zed,Pique,Pins,T017
1305,NZ,Unknown,Bay,Gelding,PP,Thewayyouare,Bellona,Volksraad,A185
1306,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Julie's Sailboat,Naevus,N217
1307,IRE,Unknown,Brown,Gelding,PP,Celtic Swing,Saying Grace,Brief Truce,M058
1308,AUS,Unknown,Bay,Gelding,PP,Testa Rossa,Breezer,Royal Academy,P444
1309,IRE,Unknown,Bay,Gelding,PP,Fastnet Rock,Small Sacrifice,Sadler's Wells,T198
1310,NZ,Unknown,Bay,Gelding,PPG,Faltaat,Trouville,Hurricane Sky,V026
1311,IRE,Unknown,Bay,Gelding,PP,Dubawi,Birjand,Green Desert,L259
1312,NZ,Unknown,Bay,Gelding,PPG,Bachelor Duke,Parakeet,Entrepreneur,S443
1313,FR,Unknown,Grey,Gelding,PPG,Street Sense,Si Je N'Avais Plus,Kaldoun,S197
1314,AUS,Unknown,Bay,Gelding,PP,Artie Schiller,Rockellen,Rancho Ruler,A089
1315,AUS,Unknown,Bay,Gelding,PP,Northern Meteor,Actress,Snippets,V253
1316,AUS,8,Bay,Gelding,PP,Time Thief,Stand By Your Man,Nuclear Freeze,T200
1317,AUS,Unknown,Bay,Horse,PP,Street Sense,Raven Protector,Hector Protector,T170
1318,AUS,Unknown,Brown,Gelding,PPG,Any Given Saturday,Sweet Executive,Last Tycoon,N238
1319,FR,Unknown,Chestnut,Gelding,PP,Shirocco,Crystals Sky,Hernando,T144
1320,NZ,7,Bay,Brown,ISG,Pins,Savamour,Savabeel,T326
1321,NZ,Unknown,Brown,Gelding,PPG,Savabeel,Chai Latte,Danehill Dancer,T043
1322,NZ,Unknown,Bay,Gelding,PP,Fast 'N' Famous,Aulioni,Bianconi,P247
1323,NZ,Unknown,Bay,Gelding,PPG,Falkirk,Flirtee,Casual Lies,T026
1324,AUS,Unknown,Chestnut,Gelding,PPG,Magnus,Diamond Orchid,Final Card,T427
1325,JPN,Unknown,Chestnut,Horse,VIS,Neo Universe,Tokio Reality,Meadowlake,A609
1326,NZ,Unknown,Bay,Gelding,PPG,Zabeel,Pulcinella,Stravinsky,V165
1327,AUS,Unknown,Chestnut,Gelding,PPG,Time Thief,Genepi,French Deputy,T010
1328,AUS,6,Bay,Gelding,PP,All American,Jarada,Redoute's Choice,A036
1329,NZ,Unknown,Bay,Gelding,PPG,Street Cry,La Sizeranne,Stravinsky,A146
1330,GB,Unknown,Bay,Gelding,PP,Makfi,High Cross,Cape Cross,A067
1331,NZ,8,Bay,Gelding,PP,Tavistock,Keep Alight,Keeper,T390
1332,GB,Unknown,Bay,Gelding,PP,Ishiguru,Flying Highest,Spectrum,L252
1333,GB,7,Bay,Gelding,PP,Shamardal,Cape Dollar,Cape Cross,A305
1334,NZ,Unknown,Bay,Gelding,PPG,Towkay,Zalass,Zabeel,S097
1335,NZ,Unknown,Chestnut,Gelding,PP,Patapan,Chatham Miss,Woodman,S081
1336,NZ,Unknown,Bay,Gelding,PP,Rios,Tranquill,Prince Of Praise,S380
1337,AUS,Unknown,Bay,Gelding,PPG,Dubawi,Magic Tori,Ali-Royal,S183
1338,NZ,6,Bay,Brown,PPG,Savabeel,Girls On Top,O'Reilly,V400
1339,AUS,Unknown,Chestnut,Gelding,PP,Good Journey,Sweet Scene,Scenic,S416
1340,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Jojeema,Barathea,N171
1341,GB,Unknown,Bay,Gelding,ISG,Cape Cross,Viola Da Braccio,Vettori,P246
1342,GB,Unknown,Bay,Gelding,PP,Halling,Society Rose,Saddlers' Hall,P184
1343,JPN,Unknown,Grey,Horse,VIS,Swept Overboard,Vermouth,Sunday Silence,A605
1344,AUS,Unknown,Bay,Gelding,PP,Marwina,Toy Version,Toy Pindarri,T057
1345,IRE,Unknown,Bay,Gelding,PPG,Rock Of Gibraltar,Freedom,Second Empire,S050
1346,IRE,Unknown,Bay,Gelding,PP,Cape Cross,Desert Grouse,Gulch,M099
1347,AUS,Unknown,Chestnut,Gelding,ISG,Flying Spur,Irgunette,Irgun,L247
1348,AUS,Unknown,Chestnut,Gelding,PPG,Freeze,Alleged Encounter,Encounter,T244
1349,AUS,Unknown,Bay,Gelding,PPG,Artie Schiller,Pyrotechnics,Canny Lad,A101
1350,IRE,Unknown,Bay,Mare,VIS,Danehill Dancer,Dievotchka,Dancing Brave,V610
1351,NZ,Unknown,Chestnut,Gelding,PPG,Bahhare,Noubeel,Zabeel,M131
1352,NZ,Unknown,Chestnut,Gelding,PP,Sir Percy,Arabian Nights,Almutawakel,V095
1353,IRE,7,Bay,Gelding,PP,Big Bad Bob,Dreamaway,Oasis Dream,V186
1354,USA,Unknown,Grey,Gelding,PPG,Mizzen Mast,Quiet Maria,Maria's Mon,N192
1355,AUS,7,Brown,Gelding,PP,More Than Ready,Aqua d'Amore,Danehill,V341
1356,IRE,Unknown,Bay,Gelding,PP,Danehill Dancer,Shaanara,Darshaan,S155
1357,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Lashings,Pins,T038
1358,GB,Unknown,Brown,Horse,VIS,Oasis Dream,Royal Highness,Monsun,V615
1359,AUS,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Nanosecond,Dehere,V008
1360,NZ,Unknown,Brown,Gelding,PPG,Keeper,Balanchine,Spinning World,S446
1361,FR,Unknown,Bay,Gelding,PP,Footstepsinthesand,Colca,Desert Style,T218
1362,GB,Unknown,Chestnut,Gelding,PPG,Raven's Pass,Generous Lady,Generous,T108
1363,AUS,Unknown,Brown,Gelding,PPG,Foxwedge,Dance Class,Bin Ajwaad,A268
1364,JPN,Unknown,Bay,Horse,VIS,Sakura Bakushin O,Rosy Mist,Sunday Silence,P608
1365,IRE,Unknown,Bay,Gelding,PP,Shamardal,Policalle,Poliglote,T150
1366,AUS,Unknown,Grey,Gelding,PPG,Danewin,Something Funny,Baryshnikov,P049
1367,USA,Unknown,Dark Bay,Brown,ISG,Tale Of The Cat,Queen's Triomphe,Cure The Blues,P241
1368,FR,Unknown,Dark Bay,Gelding,PP,Dr Fong,Tishkara,Xaar,P219
1369,AUS,Unknown,Bay,Gelding,ISG,Commands,Suzy Smart,Smart Strike,T345
1370,NZ,Unknown,Bay,Gelding,ISG,O'Reilly,Lafleur,Zabeel,V319
1371,AUS,Unknown,Bay,Gelding,PP,Encosta de Lago,Romantic River,Irish River,N148
1372,JPN,Unknown,Grey,Horse,VIS,Admire Cozzene,Meine Caprice,Tayasu Tsuyoshi,T605
1373,AUS,Unknown,Bay,Gelding,PPG,Charge Forward,Betsy Pie,Redoute's Choice,N016
1374,NZ,Unknown,Chestnut,Gelding,PP,Thorn Park,Arlanda,Straight Strike,K120
1375,AUS,Unknown,Bay,Gelding,PPG,Street Sense,Academy Idol,Made Of Gold,T169
1376,AUS,Unknown,Chestnut,Gelding,PP,Elusive Quality,Beatitude,Quest For Fame,P171
1377,NZ,Unknown,Bay,Gelding,PP,Elusive City,Shana Singa,Danasinga,V055
1378,AUS,Unknown,Brown,Gelding,PP,Lookin At Lucky,Shasmecka,Secret Savings,A295
1379,GB,Unknown,Bay,Gelding,PPG,Tiger Hill,Anqood,Elmaamul,P122
1380,GB,Unknown,Chestnut,Gelding,PP,Dutch Art,Photographie,Trempolino,S435
1381,AUS,Unknown,Bay,Gelding,PP,High Chaparral,Truly A Beauty,Seeking The Gold,A091
1382,AUS,Unknown,Bay,Gelding,PPG,Kaphero,Frustration,Charnwood Forest,S425
1383,AUS,Unknown,Bay,Gelding,PPG,Sebring,Sequential,Lion Hunter,V421
1384,AUS,Unknown,Chestnut,Gelding,PPG,Testafiable,Shebensopdet,Devaraja,S214
1385,NZ,Unknown,Bay,Gelding,PPG,Written Tycoon,Debbie's Joy,Sandtrap,T091
1386,AUS,Unknown,Bay,Gelding,PP,Casino Prince,Princess Sweet,Precise End,P315
1387,AUS,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Fascinating Femme,Last Tycoon,P140
1388,IRE,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Taking Liberties,Royal Academy,A200
1389,NZ,Unknown,Bay,Gelding,PPG,Savabeel,Dance On Fire,Volksraad,S138
1390,GB,Unknown,Bay,Gelding,PP,Authorized,Bronwen,King's Best,P327
1391,AUS,Unknown,Bay,Gelding,PP,Sebring,Tarn Princess,Picnicker,S101
1392,AUS,Unknown,Bay,Gelding,PP,Northern Meteor,Mosi Au Tunya,Deputy Minister,T354
1393,NZ,Unknown,Grey,Gelding,PP,Chianti,Head Enfilade,Mr Henrysee,M374
1394,AUS,Unknown,Brown,Gelding,PPG,Encosta de Lago,Ocean Pearl,Galileo,N441
1395,IRE,Unknown,Bay,Gelding,PPG,Rock Of Gibraltar,Southern House,Paris House,S332
1396,NZ,Unknown,Bay,Gelding,PPG,Keeper,Mrs Zoff,Zoffany,N360
1397,NZ,6,Bay,Gelding,PPG,O'Reilly,Miraculous Miss,Exceed And Excel,A270
1398,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Aulioni,Bianconi,P164
1399,AUS,Unknown,Bay,Gelding,PPG,Elusive Quality,Medeena,Green Desert,S061
1400,AUS,7,Bay,Gelding,PPG,Exceed And Excel,With Fervour,Dayjur,V153
1401,NZ,Unknown,Brown,Gelding,PP,Roc de Cambes,Fidgette,Viking Ruler,V281
1402,IRE,Unknown,Chestnut,Gelding,PP,Fast Company,Titian Saga,Titus Livius,T191
1403,IRE,Unknown,Bay,Gelding,PP,Dylan Thomas,Daralaka,The Minstrel,P228
1404,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Raydaniya,In The Wings,V189
1405,GB,Unknown,Bay,Gelding,PPG,Royal Applause,Diksie Dancer,Diktat,P121
1406,AUS,Unknown,Bay,Gelding,PP,Al Maher,Bountiful Lady,Irish River,P208
1407,NZ,Unknown,Bay,Gelding,PP,Pins,Exodus,Kaapstad,P069
1408,AUS,Unknown,Bay,Gelding,PP,Bushranger,Anfield,Ladoni,T421
1409,NZ,Unknown,Bay,Gelding,PPG,Iffraaj,Goldsumware,Refuse To Bend,V032
1410,IRE,Unknown,Bay,Gelding,PP,Manduro,Kerania,Daylami,T053
1411,GB,Unknown,Bay,Gelding,PP,Virtual,Takarna,Mark Of Esteem,S146
1412,GB,Unknown,Bay,Gelding,PP,Showcasing,Lucky Dip,Tirol,T290
1413,AUS,Unknown,Bay,Gelding,PPG,Bernardini,Montaza,Choisir,A174
1414,IRE,Unknown,Grey,Colt,PP,Zebedee,Goldendale,Ali-Royal,A241
1415,NZ,Unknown,Bay,Gelding,PPG,Danroad,Good Cake,Kashani,N272
1416,AUS,6,Brown,Gelding,PPG,Denman,Tell Someone,O'Reilly,A049
1417,AUS,Unknown,Bay,Gelding,PP,Domesday,Suz La Douce,Festival Hall,V215
1418,AUS,Unknown,Bay,Gelding,PP,Mossman,Rubix,Danehill,P249
1419,IRE,Unknown,Bay,Gelding,PP,Azamour,Zafayra,Nayef,V051
1420,AUS,Unknown,Chestnut,Gelding,PP,Trotamondo,Fiery Pride,Sir Cambridge,T424
1421,AUS,Unknown,Chestnut,Gelding,PPG,Blevic,Crimson Tide,Marju,V384
1422,NZ,Unknown,Bay,Gelding,PPG,Cape Blanco,Mi Centie,Centaine,A186
1423,NZ,Unknown,Bay,Gelding,PP,O'Reilly,Miss Saigon,Kings Island,P428
1424,AUS,Unknown,Brown,Gelding,PP,Casino Prince,Simply Enchanting,Forest Wildcat,S414
1425,NZ,Unknown,Chestnut,Gelding,PPG,Towkay,Crystal Jet,Clay Hero,N317
1426,AUS,7,Bay,Gelding,PPG,Reset,Exelante,Exceed And Excel,V286
1427,AUS,Unknown,Chestnut,Gelding,PP,Thorn Park,Rip Trice,Keltrice,T402
1428,IRE,Unknown,Bay,Gelding,PP,Makfi,Baine,Country Reel,A154
1429,NZ,Unknown,Bay,Gelding,PPG,Handsome Ransom,Kipstid,Kaapstad,P017
1430,AUS,Unknown,Brown,Gelding,PP,I Am Invincible,Andneedles,Pins,V251
1431,NZ,Unknown,Chestnut,Gelding,PP,Pins,Ice Maiden,O'Reilly,N040
1432,IRE,Unknown,Bay,Gelding,PP,Notnowcato,Red Blossom,Green Desert,V242
1433,AUS,Unknown,Bay,Gelding,PPG,Intergaze,Tudor Lane,Varick,P053
1434,IRE,Unknown,Bay,Gelding,PP,Lilbourne Lad,Misty Night,Galileo,A230
1435,GB,Unknown,Chestnut,Gelding,PPG,Sleeping Indian,Strawberry Leaf,Unfuwain,S252
1436,AUS,Unknown,Bay,Gelding,PP,Encosta de Lago,Celestia,Royal Academy,N291
1437,IRE,Unknown,Brown,Gelding,PP,Le Vie Dei Colori,Kointreau,Desert King,N252
1438,GB,Unknown,Bay,Gelding,PP,Sir Percy,Fly In Style,Hernando,N188
1439,NZ,Unknown,Bay,Gelding,PPG,Showcasing,Spamalot,Stravinsky,V347
1440,AUS,Unknown,Brown,Gelding,PPG,All American,Miss Victoria,Viscount,T303
1441,GB,Unknown,Chestnut,Gelding,PP,Rock Of Gibraltar,Questabelle,Rainbow Quest,L183
1442,GB,Unknown,Chestnut,Gelding,PP,Dubawi,Ballet Ballon,Rahy,N219
1443,AUS,Unknown,Bay,Gelding,ISG,Exceed And Excel,County Mayo,Grand Slam,T330
1444,NZ,Unknown,Bay,Gelding,PPG,Alamosa,Effloresce,Montjeu,T203
1445,AUS,Unknown,Bay,Gelding,PPG,Flying Spur,Decidity,Last Tycoon,L308
1446,NZ,Unknown,Brown,Gelding,PP,Keeper,Mumtaz,Cape Cross,S298
1447,GB,Unknown,Bay,Gelding,PP,Intikhab,Munakashah,Machiavellian,M399
1448,IRE,Unknown,Bay,Gelding,PP,Amadeus Wolf,Lady Causeway,Giant's Causeway,S410
1449,AUS,Unknown,Chestnut,Gelding,PPG,Snippetson,Star Acclaimed,Langfuhr,T072
1450,AUS,Unknown,Bay,Gelding,PPG,Artie Schiller,Lessie,Blevic,V363
1451,AUS,Unknown,Bay,Gelding,PP,Smart Missile,Touch Of Greatness,Don Eduardo,A215
1452,NZ,Unknown,Chestnut,Gelding,PP,Thorn Park,Trephina,Last Tycoon,N159
1453,NZ,Unknown,Bay,Gelding,PP,Iffraaj,Gatestopper,Carnegie,T388
1454,GB,Unknown,Bay,Gelding,VIS,Dansili,Insinuate,Mr Prospector,A631
1455,AUS,Unknown,Bay,Gelding,PPG,Testa Rossa,Angel Of The South,Agnes World,V147
1456,AUS,Unknown,Bay,Gelding,PPG,Domesday,Nomadic Princess,Langfuhr,S204
1457,NZ,Unknown,Chestnut,Gelding,PPG,Captain Rio,Party Queen,Gold Brose,P074
1458,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Flurry's Gem,Perugino,S161
1459,AUS,Unknown,Bay,Gelding,PP,Court Command,Skip Along Jolie,Skip Trial,P298
1460,NZ,Unknown,Bay,Gelding,PPG,Iffraaj,Jabot,Green Perfume,T083
1461,AUS,Unknown,Bay,Gelding,PPG,Elvstroem,Hello Boys,Rory's Jester,T006
1462,NZ,Unknown,Bay,Gelding,PPG,Elusive City,Head Enfilade,Mr Henrysee,S087
1463,IRE,Unknown,Bay,Gelding,PPG,Teofilo,Petit Calva,Desert King,N404
1464,AUS,Unknown,Chestnut,Gelding,PPG,Northern Meteor,Hint Of Glory,Honour And Glory,V010
1465,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Nena Candida,Canny Lad,P209
1466,NZ,Unknown,Bay,Gelding,PPG,Pins,Velvet And Satin,Carnegie,S092
1467,AUS,Unknown,Bay,Gelding,PP,Elusive Quality,Assertive Guest,Commands,N426
1468,AUS,7,Bay,Gelding,PP,Reward For Effort,Sister Livia,Galileo,V255
1469,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Identity,Daggers Drawn,P430
1470,AUS,Unknown,Bay,Gelding,PPG,Sebring,Princess Ola,Johannesburg,T133
1471,NZ,Unknown,Brown,Gelding,PPG,Savabeel,La Collina,Van Nistelrooy,S370
1472,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Shemiyra,In The Wings,P435
